Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City
B-26100,72,16,2,Clothing,Shirt,COD,2018-03-31,Hitika,Madhya Pradesh,Indore
B-25830,71,0,8,Clothing,Skirt,COD,2018-10-26,Aastha,Himachal Pradesh,Simla
B-25932,71,-14,4,Furniture,Furnishings,COD,2018-01-04,Bhutekar,Madhya Pradesh,Indore
B-25929,154,-85,3,Furniture,Chairs,EMI,2018-01-02,Girase,Kerala ,Thiruvananthapuram
B-25708,191,13,8,Furniture,Furnishings,COD,2018-07-01,Kishwar,Madhya Pradesh,Indore
B-25921,170,19,5,Clothing,T-shirt,UPI,2018-12-25,Sandra,Punjab,Amritsar
B-25755,47,-3,2,Clothing,Stole,UPI,2018-08-19,Shourya,Kerala ,Thiruvananthapuram
B-25640,122,-47,4,Clothing,Saree,EMI,2018-04-27,Paridhi,Rajasthan,Jaipur
B-25838,70,26,5,Clothing,Hankerchief,COD,2018-10-29,Sanjana,Madhya Pradesh,Indore
B-26025,155,5,3,Clothing,Stole,EMI,2018-02-19,Bhavna,Sikkim,Gangtok
B-25789,67,-86,9,Furniture,Furnishings,COD,2018-09-22,Akshay,Uttar Pradesh,Lucknow
B-25697,67,-42,3,Clothing,Stole,COD,2018-06-22,Vijay,Jammu and Kashmir,Kashmir
B-25797,148,-101,2,Furniture,Bookcases,UPI,2018-09-30,Sauptik,Madhya Pradesh,Indore
B-26064,122,38,6,Clothing,T-shirt,Credit Card,2018-03-16,Ankita,Maharashtra,Mumbai
B-25732,16,-5,2,Clothing,Stole,UPI,2018-07-27,Anubhaw,Karnataka,Bangalore
B-25654,121,-17,3,Furniture,Furnishings,Credit Card,2018-05-10,Sabah,Maharashtra,Mumbai
B-25750,42,-15,12,Clothing,Skirt,UPI,2018-08-14,Priyanshu,Madhya Pradesh,Indore
B-25751,65,-4,6,Clothing,Hankerchief,COD,2018-08-14,Nishant,Maharashtra,Mumbai
B-25889,119,-43,7,Clothing,Kurti,Credit Card,2018-12-03,Abhishek,Gujarat,Surat
B-25683,155,56,3,Furniture,Furnishings,EMI,2018-06-08,Shreya,Kerala ,Thiruvananthapuram
B-25602,119,-5,8,Clothing,Saree,Credit Card,2018-04-01,Vrinda,Maharashtra,Pune
B-25871,118,25,4,Clothing,Hankerchief,Credit Card,2018-11-21,Gunjal,Gujarat,Surat
B-25953,116,22,1,Electronics,Accessories,Credit Card,2018-01-14,Krutika,Andhra Pradesh,Hyderabad
B-25950,158,-29,10,Clothing,Hankerchief,EMI,2018-01-13,Shruti,Madhya Pradesh,Indore
B-26091,158,69,3,Clothing,Stole,EMI,2018-03-27,Manju,Andhra Pradesh,Hyderabad
B-25753,65,-52,3,Electronics,Accessories,COD,2018-08-17,Shivam,Uttar Pradesh,Lucknow
B-25611,160,-59,2,Clothing,Saree,EMI,2018-04-11,Anita,Kerala ,Thiruvananthapuram
B-25935,162,20,3,Furniture,Chairs,EMI,2018-01-04,Sudhir,Nagaland,Kohima
B-25886,63,1,4,Clothing,T-shirt,COD,2018-11-28,Brijesh,Rajasthan,Udaipur
B-25833,64,27,5,Clothing,Hankerchief,UPI,2018-10-29,Krishna,Madhya Pradesh,Indore
B-25665,166,-113,4,Electronics,Accessories,EMI,2018-05-21,Chayanika,Kerala ,Thiruvananthapuram
B-25694,167,43,7,Clothing,T-shirt,EMI,2018-06-18,Subhasmita,Rajasthan,Jaipur
B-25668,123,17,3,Furniture,Furnishings,COD,2018-05-24,Rhea,Himachal Pradesh,Simla
B-25945,63,14,2,Clothing,Shirt,COD,2018-01-11,Mhatre,Madhya Pradesh,Indore
B-25954,891,0,5,Clothing,Saree,COD,2018-01-14,Trupti,Gujarat,Ahmedabad
B-25818,75,28,9,Clothing,Hankerchief,UPI,2018-10-14,Sandeep,Madhya Pradesh,Indore
B-25861,62,6,5,Clothing,Hankerchief,COD,2018-11-15,Aayush,Uttar Pradesh,Lucknow
B-25721,29,-18,7,Clothing,Skirt,UPI,2018-07-16,Anchal,Haryana,Chandigarh
B-26024,168,18,6,Clothing,Stole,Debit Card,2018-02-19,Vandana,Himachal Pradesh,Simla
B-26056,70,24,3,Clothing,Stole,UPI,2018-03-10,Sonal,Bihar,Patna
B-26050,169,55,4,Clothing,Saree,Debit Card,2018-03-06,Paridhi,Rajasthan,Jaipur
B-25708,32,-8,2,Clothing,Stole,COD,2018-07-01,Kishwar,Madhya Pradesh,Indore
B-25651,44,-8,3,Clothing,Stole,UPI,2018-05-07,Anurag,Madhya Pradesh,Indore
B-25616,116,-56,5,Clothing,Stole,Credit Card,2018-04-15,Kanak,Goa,Goa
B-25827,156,21,3,Furniture,Chairs,COD,2018-10-23,Sheetal,Madhya Pradesh,Indore
B-25996,62,6,6,Clothing,Skirt,COD,2018-02-04,Prashant,Delhi,Delhi
B-25830,54,1,2,Clothing,Saree,UPI,2018-10-26,Aastha,Himachal Pradesh,Simla
B-25951,111,11,9,Clothing,Hankerchief,Credit Card,2018-01-13,Jesal,West Bengal,Kolkata
B-25713,158,-63,4,Furniture,Chairs,UPI,2018-07-08,Raksha,West Bengal,Kolkata
B-25678,7,-3,2,Clothing,Skirt,UPI,2018-06-03,Bathina,Karnataka,Bangalore
B-25901,61,28,2,Clothing,Hankerchief,UPI,2018-12-10,Suraj,Gujarat,Surat
B-25798,61,-50,4,Clothing,Hankerchief,COD,2018-10-01,Shishu,Andhra Pradesh,Hyderabad
B-25902,154,26,4,Electronics,Accessories,COD,2018-12-10,Ishpreet,Maharashtra,Mumbai
B-25851,62,1,3,Clothing,Saree,COD,2018-11-06,Kushal,Nagaland,Kohima
B-25944,169,38,3,Clothing,Saree,Debit Card,2018-01-10,Syed,Maharashtra,Pune
B-25939,61,18,2,Electronics,Accessories,COD,2018-01-05,Vineet,Sikkim,Gangtok
B-25656,61,-23,2,Clothing,Saree,COD,2018-05-11,Priyanka,Maharashtra,Pune
B-25695,171,14,9,Clothing,Shirt,Debit Card,2018-06-18,Suhani,West Bengal,Kolkata
B-25781,60,-49,8,Clothing,Hankerchief,COD,2018-09-14,Rutuja,Gujarat,Ahmedabad
B-25783,25,-11,1,Clothing,Stole,UPI,2018-09-15,Shivangi,Madhya Pradesh,Indore
B-25867,163,26,4,Clothing,Shirt,COD,2018-11-17,Ankit,Sikkim,Gangtok
B-25993,173,86,1,Electronics,Printers,Debit Card,2018-02-03,Madhav,Delhi,Delhi
B-25755,257,-3,2,Furniture,Bookcases,UPI,2018-08-19,Shourya,Kerala ,Thiruvananthapuram
B-25880,108,37,2,Clothing,Stole,Credit Card,2018-11-24,Apoorv,Rajasthan,Udaipur
B-25941,177,41,4,Clothing,Shirt,Debit Card,2018-01-07,Jaideep,Nagaland,Kohima
B-25757,106,15,7,Clothing,Hankerchief,Credit Card,2018-08-21,Vishakha,Madhya Pradesh,Indore
B-25754,41,-14,5,Clothing,Leggings,UPI,2018-08-18,Akshay,Bihar,Patna
B-25653,168,-10,3,Electronics,Accessories,UPI,2018-05-08,Farah,Nagaland,Kohima
B-25821,60,21,4,Clothing,Stole,COD,2018-10-16,Ajay,West Bengal,Kolkata
B-25706,31,-11,4,Clothing,Stole,COD,2018-07-01,Swetlana,Goa,Goa
B-26064,179,0,2,Clothing,Saree,Debit Card,2018-03-16,Ankita,Maharashtra,Mumbai
B-25803,106,12,3,Clothing,Trousers,Credit Card,2018-10-05,Shivanshu,Madhya Pradesh,Indore
B-26076,60,13,2,Clothing,T-shirt,COD,2018-03-21,Jahan,Madhya Pradesh,Bhopal
B-25603,180,5,3,Clothing,Trousers,Debit Card,2018-04-03,Jahan,Madhya Pradesh,Bhopal
B-25903,60,-10,2,Furniture,Furnishings,COD,2018-12-10,Amlan,Madhya Pradesh,Indore
B-25938,59,25,3,Clothing,Stole,COD,2018-01-05,Shikhar,Himachal Pradesh,Simla
B-25868,170,73,2,Electronics,Accessories,UPI,2018-11-18,Vikash,Goa,Goa
B-25956,59,10,2,Clothing,Hankerchief,COD,2018-01-17,Shreya,Maharashtra,Mumbai
B-25652,24,-21,7,Clothing,Skirt,COD,2018-05-08,Tushina,Goa,Goa
B-25883,105,-26,8,Clothing,Leggings,Credit Card,2018-11-27,Saptadeep,Gujarat,Surat
B-26096,103,46,2,Clothing,Saree,Credit Card,2018-03-28,Atharv,West Bengal,Kolkata
B-25969,171,17,6,Clothing,T-shirt,UPI,2018-01-21,Shreyshi,Gujarat,Surat
B-25951,102,13,2,Clothing,Stole,Credit Card,2018-01-13,Jesal,West Bengal,Kolkata
B-25855,98,12,2,Clothing,Hankerchief,Credit Card,2018-11-08,Abhijeet,Madhya Pradesh,Bhopal
B-26091,59,10,4,Clothing,Leggings,COD,2018-03-27,Manju,Andhra Pradesh,Hyderabad
B-25954,189,60,4,Furniture,Furnishings,Debit Card,2018-01-14,Trupti,Gujarat,Ahmedabad
B-25763,58,-52,3,Furniture,Chairs,COD,2018-08-27,Noshiba,Gujarat,Ahmedabad
B-25945,60,3,3,Clothing,Saree,UPI,2018-01-11,Mhatre,Madhya Pradesh,Indore
B-25740,58,-8,2,Clothing,Saree,COD,2018-08-03,Rane,Maharashtra,Mumbai
B-25818,94,20,2,Furniture,Furnishings,UPI,2018-10-14,Sandeep,Madhya Pradesh,Indore
B-25603,193,-166,3,Clothing,Saree,EMI,2018-04-03,Jahan,Madhya Pradesh,Bhopal
B-25964,199,0,4,Clothing,Stole,EMI,2018-01-20,Oshin,Maharashtra,Pune
B-25930,202,89,9,Clothing,T-shirt,EMI,2018-01-03,Monica,Punjab,Chandigarh
B-25930,58,17,2,Clothing,Hankerchief,COD,2018-01-03,Monica,Punjab,Chandigarh
B-25879,57,-28,2,Clothing,Kurti,COD,2018-11-24,Siddharth,Madhya Pradesh,Indore
B-25903,204,-94,4,Clothing,Hankerchief,EMI,2018-12-10,Amlan,Madhya Pradesh,Indore
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,2018-04-13,Vandana,Himachal Pradesh,Simla
B-25750,22,-12,3,Clothing,Stole,COD,2018-08-14,Priyanshu,Madhya Pradesh,Indore
B-25852,97,17,2,Clothing,Stole,Credit Card,2018-11-07,Soumyabrata,Andhra Pradesh,Hyderabad
B-26008,57,24,5,Clothing,Leggings,COD,2018-02-09,Kalyani,Tamil Nadu,Chennai
B-26092,97,14,2,Clothing,T-shirt,Credit Card,2018-03-27,Ramesh,Gujarat,Ahmedabad
B-25689,97,17,2,Clothing,Stole,Credit Card,2018-06-14,Bhaggyasree,Maharashtra,Mumbai
B-25730,96,22,5,Clothing,Stole,Credit Card,2018-07-22,Rishabh,Rajasthan,Jaipur
B-25885,94,27,2,Clothing,Shirt,Credit Card,2018-11-28,Shatayu,Madhya Pradesh,Indore
B-25999,26,-17,1,Clothing,Stole,COD,2018-02-05,Diwakar,Delhi,Delhi
B-26011,93,44,2,Clothing,Stole,Credit Card,2018-02-12,Bharat,Gujarat,Ahmedabad
B-25754,93,-65,4,Clothing,Stole,Credit Card,2018-08-18,Akshay,Bihar,Patna
B-26030,92,5,6,Clothing,Hankerchief,Credit Card,2018-02-21,Sarita,Maharashtra,Pune
B-25851,57,27,2,Clothing,T-shirt,COD,2018-11-06,Kushal,Nagaland,Kohima
B-25870,57,7,3,Furniture,Furnishings,COD,2018-11-20,Pranav,Andhra Pradesh,Hyderabad
B-26074,57,21,4,Clothing,Leggings,COD,2018-03-21,Bharat,Gujarat,Ahmedabad
B-25861,128,4,3,Clothing,Saree,COD,2018-11-15,Aayush,Uttar Pradesh,Lucknow
B-25797,89,-4,5,Clothing,Saree,Credit Card,2018-09-30,Sauptik,Madhya Pradesh,Indore
B-25993,221,26,7,Furniture,Furnishings,COD,2018-02-03,Madhav,Delhi,Delhi
B-25799,205,-119,3,Clothing,Saree,Debit Card,2018-10-01,Divyansh,Gujarat,Ahmedabad
B-25721,191,51,5,Clothing,Shirt,UPI,2018-07-16,Anchal,Haryana,Chandigarh
B-26056,206,18,4,Clothing,Hankerchief,Debit Card,2018-03-10,Sonal,Bihar,Patna
B-25743,56,0,4,Clothing,Hankerchief,COD,2018-08-07,Aman,Nagaland,Kohima
B-25854,88,16,4,Clothing,Stole,Credit Card,2018-11-08,Shubham,Maharashtra,Pune
B-25748,224,58,3,Electronics,Phones,UPI,2018-08-12,Nitant,Rajasthan,Jaipur
B-25976,193,8,4,Clothing,T-shirt,UPI,2018-01-25,Piyam,Punjab,Amritsar
B-25953,87,36,5,Clothing,Stole,Credit Card,2018-01-14,Krutika,Andhra Pradesh,Hyderabad
B-25996,189,4,1,Clothing,Saree,UPI,2018-02-04,Prashant,Delhi,Delhi
B-25717,55,-33,2,Furniture,Chairs,COD,2018-07-12,Manshul,Uttar Pradesh,Lucknow
B-25865,85,-1,3,Clothing,Saree,Credit Card,2018-11-15,Arun,Madhya Pradesh,Indore
B-25959,252,56,2,Electronics,Phones,UPI,2018-01-18,Muskan,Madhya Pradesh,Indore
B-25855,197,73,1,Furniture,Bookcases,COD,2018-11-08,Abhijeet,Madhya Pradesh,Bhopal
B-25703,17,-3,2,Clothing,Stole,UPI,2018-06-28,Ekta,Madhya Pradesh,Indore
B-26049,100,28,2,Clothing,Hankerchief,UPI,2018-03-05,Lisha,Madhya Pradesh,Bhopal
B-25755,80,-19,5,Clothing,Stole,UPI,2018-08-19,Shourya,Kerala ,Thiruvananthapuram
B-26070,75,29,1,Clothing,Trousers,UPI,2018-03-18,Shruti,Karnataka,Bangalore
B-25755,26,4,2,Clothing,Saree,UPI,2018-08-19,Shourya,Kerala ,Thiruvananthapuram
B-26047,55,12,5,Clothing,Skirt,COD,2018-03-04,Ashmi,Madhya Pradesh,Indore
B-25604,157,5,9,Clothing,Saree,UPI,2018-04-03,Divsha,Rajasthan,Jaipur
B-25651,200,-60,4,Furniture,Bookcases,UPI,2018-05-07,Anurag,Madhya Pradesh,Indore
B-25983,230,5,2,Clothing,Saree,UPI,2018-01-30,Atul,Delhi,Delhi
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,2018-03-10,Sonal,Bihar,Patna
B-25940,55,4,2,Clothing,Stole,COD,2018-01-06,Vivek,Goa,Goa
B-25766,220,-19,2,Clothing,Saree,Debit Card,2018-08-30,Surabhi,Rajasthan,Jaipur
B-25935,150,32,3,Clothing,Hankerchief,COD,2018-01-04,Sudhir,Nagaland,Kohima
B-25970,203,84,2,Electronics,Printers,UPI,2018-01-22,Rhea,Maharashtra,Mumbai
B-26053,93,31,3,Electronics,Accessories,UPI,2018-03-09,Kirti,Jammu and Kashmir,Kashmir
B-25947,290,35,6,Clothing,Hankerchief,COD,2018-01-13,Chetan,Gujarat,Ahmedabad
B-25856,48,6,1,Clothing,Saree,COD,2018-11-10,Abhijeet,Maharashtra,Mumbai
B-26030,221,35,4,Electronics,Accessories,Debit Card,2018-02-21,Sarita,Maharashtra,Pune
B-26069,55,18,2,Clothing,Kurti,COD,2018-03-17,Sanskriti,West Bengal,Kolkata
B-25653,227,102,8,Electronics,Accessories,Debit Card,2018-05-08,Farah,Nagaland,Kohima
B-25627,55,-39,4,Clothing,Stole,COD,2018-04-23,Hitika,Madhya Pradesh,Indore
B-25947,207,33,2,Electronics,Accessories,UPI,2018-01-13,Chetan,Gujarat,Ahmedabad
B-25801,64,6,4,Clothing,Saree,COD,2018-10-01,Aryan,Madhya Pradesh,Bhopal
B-25964,89,6,5,Clothing,Saree,COD,2018-01-20,Oshin,Maharashtra,Pune
B-25950,54,27,2,Clothing,Stole,COD,2018-01-13,Shruti,Madhya Pradesh,Indore
B-25878,84,41,3,Clothing,T-shirt,Credit Card,2018-11-24,Mrinal,Maharashtra,Mumbai
B-25773,209,-21,2,Electronics,Electronic Games,UPI,2018-09-06,Shreya,Kerala ,Thiruvananthapuram
B-26081,79,33,4,Clothing,Stole,UPI,2018-03-22,Aarushi,Tamil Nadu,Chennai
B-26027,54,8,4,Clothing,T-shirt,COD,2018-02-20,Sagar,Nagaland,Kohima
B-25967,229,59,9,Clothing,Saree,Debit Card,2018-01-21,Sudevi,Uttar Pradesh,Prayagraj
B-25901,158,38,3,Clothing,Hankerchief,UPI,2018-12-10,Suraj,Gujarat,Surat
B-25951,248,105,2,Electronics,Phones,Debit Card,2018-01-13,Jesal,West Bengal,Kolkata
B-25853,199,6,2,Clothing,Saree,UPI,2018-11-08,Gaurav,Gujarat,Ahmedabad
B-25923,253,-11,1,Clothing,Trousers,Debit Card,2018-12-27,Gopal,Maharashtra,Mumbai
B-25793,257,-252,4,Clothing,Saree,Debit Card,2018-09-24,Siddharth,Madhya Pradesh,Indore
B-26068,193,33,5,Electronics,Accessories,COD,2018-03-16,Shefali,Rajasthan,Jaipur
B-26080,109,35,6,Clothing,T-shirt,COD,2018-03-22,Sonakshi,Jammu and Kashmir,Kashmir
B-25843,214,30,3,Electronics,Accessories,COD,2018-11-03,Mrunal,Maharashtra,Mumbai
B-26002,141,7,7,Clothing,Saree,COD,2018-02-08,Harsh,Delhi,Delhi
B-25993,201,32,4,Furniture,Furnishings,UPI,2018-02-03,Madhav,Delhi,Delhi
B-26070,54,12,4,Clothing,Shirt,COD,2018-03-18,Shruti,Karnataka,Bangalore
B-25887,83,6,6,Clothing,Shirt,EMI,2018-12-01,Vishakha,Uttar Pradesh,Prayagraj
B-25654,54,-3,3,Clothing,Saree,COD,2018-05-10,Sabah,Maharashtra,Mumbai
B-25898,53,5,3,Clothing,T-shirt,COD,2018-12-07,Abhishek,Rajasthan,Udaipur
B-25664,258,-27,2,Electronics,Phones,Debit Card,2018-05-20,Pratyusmita,Bihar,Patna
B-26012,199,8,2,Clothing,Saree,COD,2018-02-13,Pearl,Maharashtra,Pune
B-25979,82,-27,3,Clothing,Kurti,EMI,2018-01-27,Shivangi,Madhya Pradesh,Indore
B-26054,139,36,3,Clothing,Stole,COD,2018-03-10,Mayank,Maharashtra,Mumbai
B-25757,53,15,2,Clothing,Stole,COD,2018-08-21,Vishakha,Madhya Pradesh,Indore
B-25623,53,1,4,Clothing,Stole,COD,2018-04-22,Atharv,West Bengal,Kolkata
B-25824,101,38,2,Furniture,Furnishings,COD,2018-10-20,Shyam,Madhya Pradesh,Indore
B-25754,262,215,2,Electronics,Printers,Debit Card,2018-08-18,Akshay,Bihar,Patna
B-25693,82,-39,5,Clothing,T-shirt,EMI,2018-06-18,Parna,Madhya Pradesh,Bhopal
B-25638,154,39,3,Clothing,Hankerchief,COD,2018-04-26,Parth,Maharashtra,Pune
B-25922,52,18,2,Clothing,Stole,COD,2018-12-26,Akshata,Gujarat,Surat
B-25919,1599,37,6,Electronics,Electronic Games,UPI,2018-12-23,Neha,Rajasthan,Udaipur
B-25989,338,41,7,Clothing,Hankerchief,UPI,2018-02-01,Anjali,Delhi,Delhi
B-25999,51,-49,2,Electronics,Electronic Games,COD,2018-02-05,Diwakar,Delhi,Delhi
B-25661,224,-81,3,Furniture,Chairs,COD,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir
B-26099,207,37,4,Clothing,Hankerchief,COD,2018-03-30,Bhishm,Maharashtra,Mumbai
B-25866,51,14,2,Clothing,Stole,COD,2018-11-16,Komal,Himachal Pradesh,Simla
B-26098,82,8,3,Electronics,Accessories,EMI,2018-03-29,Pinky,Jammu and Kashmir,Kashmir
B-26062,50,-17,2,Clothing,Stole,COD,2018-03-15,Tushina,Goa,Goa
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,2018-08-25,Madhav,Uttar Pradesh,Mathura
B-25843,50,7,6,Clothing,Skirt,COD,2018-11-03,Mrunal,Maharashtra,Mumbai
B-25683,245,-3,4,Electronics,Phones,UPI,2018-06-08,Shreya,Kerala ,Thiruvananthapuram
B-25959,82,24,6,Clothing,Hankerchief,EMI,2018-01-18,Muskan,Madhya Pradesh,Indore
B-25787,229,-41,8,Electronics,Accessories,COD,2018-09-20,Asish,Jammu and Kashmir,Kashmir
B-25951,50,14,1,Electronics,Electronic Games,COD,2018-01-13,Jesal,West Bengal,Kolkata
B-26056,220,40,2,Electronics,Accessories,COD,2018-03-10,Sonal,Bihar,Patna
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,2018-04-29,Kirti,Jammu and Kashmir,Kashmir
B-26093,81,-41,5,Clothing,Leggings,EMI,2018-03-27,Sarita,Maharashtra,Pune
B-25775,50,-17,2,Clothing,Stole,COD,2018-09-08,Duhita,Haryana,Chandigarh
B-26093,49,5,4,Clothing,Hankerchief,COD,2018-03-27,Sarita,Maharashtra,Pune
B-25851,237,47,9,Clothing,T-shirt,UPI,2018-11-06,Kushal,Nagaland,Kohima
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,2018-06-10,Sheetal,Madhya Pradesh,Indore
B-25651,49,3,1,Clothing,Shirt,COD,2018-05-07,Anurag,Madhya Pradesh,Indore
B-25793,63,-24,6,Clothing,Kurti,COD,2018-09-24,Siddharth,Madhya Pradesh,Indore
B-25708,81,-51,7,Clothing,Stole,EMI,2018-07-01,Kishwar,Madhya Pradesh,Indore
B-25847,264,71,10,Furniture,Furnishings,Debit Card,2018-11-03,Aniket,Haryana,Chandigarh
B-25954,48,11,2,Clothing,Shirt,COD,2018-01-14,Trupti,Gujarat,Ahmedabad
B-25997,48,15,1,Clothing,Hankerchief,COD,2018-02-04,Yogesh,Maharashtra,Pune
B-25650,245,-78,2,Electronics,Printers,UPI,2018-05-06,Chirag,Maharashtra,Mumbai
B-25883,146,42,5,Clothing,Hankerchief,UPI,2018-11-27,Saptadeep,Gujarat,Surat
B-25945,245,10,2,Furniture,Bookcases,COD,2018-01-11,Mhatre,Madhya Pradesh,Indore
B-25981,245,91,2,Furniture,Bookcases,UPI,2018-01-28,Amruta,Delhi,Delhi
B-25862,80,3,3,Clothing,Stole,EMI,2018-11-15,Amol,Bihar,Patna
B-25877,269,33,5,Furniture,Chairs,Debit Card,2018-11-24,Dashyam,Gujarat,Surat
B-26090,80,22,3,Clothing,Stole,EMI,2018-03-27,Sagar,Nagaland,Kohima
B-26050,284,44,6,Clothing,Hankerchief,COD,2018-03-06,Paridhi,Rajasthan,Jaipur
B-26072,313,44,3,Electronics,Electronic Games,COD,2018-03-20,Sweta,Maharashtra,Mumbai
B-25916,80,-26,9,Clothing,Skirt,EMI,2018-12-20,Utkarsh,Gujarat,Surat
B-25722,48,-8,8,Clothing,Stole,COD,2018-07-17,Inderpreet,Himachal Pradesh,Simla
B-25746,87,16,2,Clothing,Saree,UPI,2018-08-10,Shivam,Maharashtra,Pune
B-25753,47,-114,5,Furniture,Furnishings,COD,2018-08-17,Shivam,Uttar Pradesh,Lucknow
B-25956,140,28,2,Electronics,Phones,COD,2018-01-17,Shreya,Maharashtra,Mumbai
B-25996,47,1,2,Clothing,Stole,COD,2018-02-04,Prashant,Delhi,Delhi
B-25896,79,-2,2,Furniture,Furnishings,EMI,2018-12-05,Aman,Maharashtra,Mumbai
B-25796,78,-64,7,Clothing,Stole,EMI,2018-09-24,Sukrith,Maharashtra,Mumbai
B-25798,47,-3,2,Clothing,Stole,COD,2018-10-01,Shishu,Andhra Pradesh,Hyderabad
B-26043,185,48,4,Clothing,Stole,UPI,2018-03-01,Amit,Sikkim,Gangtok
B-26028,77,36,2,Clothing,Shirt,EMI,2018-02-20,Manju,Andhra Pradesh,Hyderabad
B-25812,259,47,5,Clothing,Hankerchief,UPI,2018-10-10,Kshitij,Madhya Pradesh,Indore
B-25605,75,0,7,Clothing,Saree,EMI,2018-04-05,Kasheen,West Bengal,Kolkata
B-25702,75,0,3,Clothing,Shirt,EMI,2018-06-27,Shaily,Maharashtra,Mumbai
B-25940,46,0,4,Clothing,Leggings,COD,2018-01-06,Vivek,Goa,Goa
B-26087,46,13,3,Clothing,Hankerchief,COD,2018-03-26,Vandana,Himachal Pradesh,Simla
B-25955,200,13,5,Electronics,Phones,COD,2018-01-16,Shiva,Maharashtra,Pune
B-25626,46,-14,1,Electronics,Phones,COD,2018-04-23,Bhishm,Maharashtra,Mumbai
B-25811,126,52,4,Clothing,Hankerchief,UPI,2018-10-10,Utsav,Maharashtra,Mumbai
B-25856,74,29,3,Clothing,Stole,EMI,2018-11-10,Abhijeet,Maharashtra,Mumbai
B-25628,45,13,4,Clothing,Skirt,COD,2018-04-24,Pooja,Bihar,Patna
B-26016,74,9,3,Clothing,Shirt,UPI,2018-02-14,Hazel,Karnataka,Bangalore
B-25999,129,11,2,Electronics,Phones,UPI,2018-02-05,Diwakar,Delhi,Delhi
B-26043,122,50,7,Clothing,Stole,UPI,2018-03-01,Amit,Sikkim,Gangtok
B-25743,74,-51,3,Clothing,Stole,UPI,2018-08-07,Aman,Nagaland,Kohima
B-26014,278,39,5,Furniture,Chairs,Debit Card,2018-02-13,Divsha,Rajasthan,Jaipur
B-25876,282,14,4,Clothing,Trousers,Debit Card,2018-11-24,Bhosale,Punjab,Amritsar
B-25785,45,0,2,Clothing,T-shirt,COD,2018-09-15,Ayush,West Bengal,Kolkata
B-25810,45,6,3,Clothing,Shirt,COD,2018-10-10,Nripraj,Punjab,Chandigarh
B-25833,45,16,3,Clothing,Stole,COD,2018-10-29,Krishna,Madhya Pradesh,Indore
B-25931,73,-36,3,Furniture,Chairs,UPI,2018-01-04,Sidharth,Maharashtra,Mumbai
B-25852,45,12,4,Clothing,Hankerchief,COD,2018-11-07,Soumyabrata,Andhra Pradesh,Hyderabad
B-25738,72,-6,3,Clothing,Saree,UPI,2018-08-02,Ayush,Punjab,Chandigarh
B-25921,71,-44,5,Electronics,Accessories,UPI,2018-12-25,Sandra,Punjab,Amritsar
B-25685,45,-2,4,Clothing,Shirt,COD,2018-06-10,Sheetal,Madhya Pradesh,Indore
B-25996,286,140,6,Clothing,Shirt,Debit Card,2018-02-04,Prashant,Delhi,Delhi
B-25663,294,138,2,Electronics,Printers,Debit Card,2018-05-19,Pournamasi,Madhya Pradesh,Indore
B-25888,223,4,3,Electronics,Phones,COD,2018-12-02,Rohan,Punjab,Amritsar
B-25677,20,-2,1,Electronics,Accessories,UPI,2018-06-02,Ekta,West Bengal,Kolkata
B-26045,302,75,6,Furniture,Furnishings,Debit Card,2018-03-03,Nidhi,Nagaland,Kohima
B-26002,113,28,2,Clothing,Saree,UPI,2018-02-08,Harsh,Delhi,Delhi
B-25953,44,2,3,Clothing,Hankerchief,COD,2018-01-14,Krutika,Andhra Pradesh,Hyderabad
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,2018-04-17,Sagar,Nagaland,Kohima
B-25702,306,-147,3,Clothing,Saree,Debit Card,2018-06-27,Shaily,Maharashtra,Mumbai
B-25799,70,-64,5,Clothing,Stole,UPI,2018-10-01,Divyansh,Gujarat,Ahmedabad
B-25985,44,11,4,Clothing,Stole,COD,2018-01-31,Ginny,Madhya Pradesh,Indore
B-25952,44,14,3,Clothing,Hankerchief,COD,2018-01-13,Priyanka,Madhya Pradesh,Indore
B-25754,319,312,5,Clothing,Saree,Debit Card,2018-08-18,Akshay,Bihar,Patna
B-25770,287,-280,12,Furniture,Chairs,UPI,2018-09-02,Sakshi,Madhya Pradesh,Indore
B-25954,44,10,3,Clothing,Stole,COD,2018-01-14,Trupti,Gujarat,Ahmedabad
B-25657,288,-180,4,Furniture,Chairs,COD,2018-05-13,Tulika,Madhya Pradesh,Bhopal
B-25801,49,-31,2,Clothing,Stole,COD,2018-10-01,Aryan,Madhya Pradesh,Bhopal
B-26000,43,-10,4,Clothing,Skirt,COD,2018-02-06,Shubham,Delhi,Delhi
B-25897,43,5,3,Clothing,Stole,COD,2018-12-06,Rohan,Madhya Pradesh,Indore
B-25681,68,-27,3,Electronics,Accessories,UPI,2018-06-04,Bhawna,Madhya Pradesh,Indore
B-25852,320,144,1,Electronics,Printers,Debit Card,2018-11-07,Soumyabrata,Andhra Pradesh,Hyderabad
